Cause,Type,Year,Data Redundancy, Total Deaths , Source , Page at Source , Source URL ,Teks,Teks2,Catatan
Penyakit Kulit & Jaringan Subkutan,Bencana Non Alam dan Penyakit,2006,1, 189 , Profil Kesehatan Indonesia Tahun 2007 ,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf,Jumlah Korban Jiwa Akibat Penyakit Kulit & Jaringan Subkutan di RI Thn 2006 :: 189,Penyakit Kulit & Jaringan Subkutan Tahun 2006,
Penyakit Kulit & Jaringan Subkutan,Bencana Non Alam dan Penyakit,2008,1, 324 , Profil Kesehatan Indonesia Tahun 2008 ,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Jumlah Korban Jiwa Akibat Penyakit Kulit & Jaringan Subkutan di RI Thn 2008 :: 324,Penyakit Kulit & Jaringan Subkutan Tahun 2008,
Penyakit Mata dan Adneksa,Bencana Non Alam dan Penyakit,2005,1, 14 , Profil Kesehatan Indonesia Tahun 2005 ,Lampiran 3.3.a,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat Penyakit Mata dan Adneksa di RI Thn 2005 :: 14,Penyakit Mata dan Adneksa Tahun 2005,
Penyakit Mata dan Adneksa,Bencana Non Alam dan Penyakit,2006,1, 287 , Profil Kesehatan Indonesia Tahun 2007 ,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf,Jumlah Korban Jiwa Akibat Penyakit Mata dan Adneksa di RI Thn 2006 :: 287,Penyakit Mata dan Adneksa Tahun 2006,
Penyakit Mata dan Adneksa,Bencana Non Alam dan Penyakit,2008,1, 123 , Profil Kesehatan Indonesia Tahun 2008 ,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Jumlah Korban Jiwa Akibat Penyakit Mata dan Adneksa di RI Thn 2008 :: 123,Penyakit Mata dan Adneksa Tahun 2008,
Penyakit Sistem Cerna,Bencana Non Alam dan Penyakit,2005,1," 5,787 ", Profil Kesehatan Indonesia Tahun 2005 ,Lampiran 3.3.a,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat Penyakit Sistem Cerna di RI Thn 2005 :: 5787,Penyakit Sistem Cerna Tahun 2005,
Penyakit Sistem Cerna,Bencana Non Alam dan Penyakit,2006,1," 5,739 ", Profil Kesehatan Indonesia Tahun 2007 ,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf,Jumlah Korban Jiwa Akibat Penyakit Sistem Cerna di RI Thn 2006 :: 5739,Penyakit Sistem Cerna Tahun 2006,
Penyakit Sistem Cerna,Bencana Non Alam dan Penyakit,2007,1," 6,590 ", Profil Kesehatan Indonesia Tahun 2008 ,30,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Jumlah Korban Jiwa Akibat Penyakit Sistem Cerna di RI Thn 2007 :: 6590,Penyakit Sistem Cerna Tahun 2007,
Penyakit Sistem Cerna,Bencana Non Alam dan Penyakit,2008,1," 6,825 ", Profil Kesehatan Indonesia Tahun 2008 ,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Jumlah Korban Jiwa Akibat Penyakit Sistem Cerna di RI Thn 2008 :: 6825,Penyakit Sistem Cerna Tahun 2008,
Penyakit Sistem Kemih Kelamin,Bencana Non Alam dan Penyakit,2005,1," 4,390 ", Profil Kesehatan Indonesia Tahun 2005 ,Lampiran 3.3.a,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat Penyakit Sistem Kemih Kelamin di RI Thn 2005 :: 4390,Penyakit Sistem Kemih Kelamin Tahun 2005,
Penyakit Sistem Kemih Kelamin,Bencana Non Alam dan Penyakit,2006,1," 3,750 ", Profil Kesehatan Indonesia Tahun 2007 ,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf,Jumlah Korban Jiwa Akibat Penyakit Sistem Kemih Kelamin di RI Thn 2006 :: 3750,Penyakit Sistem Kemih Kelamin Tahun 2006,
Penyakit Sistem Kemih Kelamin,Bencana Non Alam dan Penyakit,2007,1," 4,557 ", Profil Kesehatan Indonesia Tahun 2008 ,30,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Jumlah Korban Jiwa Akibat Penyakit Sistem Kemih Kelamin di RI Thn 2007 :: 4557,Penyakit Sistem Kemih Kelamin Tahun 2007,
Penyakit Sistem Kemih Kelamin,Bencana Non Alam dan Penyakit,2008,1," 4,542 ", Profil Kesehatan Indonesia Tahun 2008 ,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Jumlah Korban Jiwa Akibat Penyakit Sistem Kemih Kelamin di RI Thn 2008 :: 4542,Penyakit Sistem Kemih Kelamin Tahun 2008,
Penyakit Sistem Muskuloskeletal dan Jaringan Ikat,Bencana Non Alam dan Penyakit,2005,1, 235 , Profil Kesehatan Indonesia Tahun 2005 ,Lampiran 3.3.a,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat Penyakit Sistem Muskuloskeletal dan Jaringan Ikat di RI Thn 2005 :: 235,Penyakit Sistem Muskuloskeletal dan Jaringan Ikat Tahun 2005,
Penyakit Sistem Muskuloskeletal dan Jaringan Ikat,Bencana Non Alam dan Penyakit,2006,1, 235 , Profil Kesehatan Indonesia Tahun 2007 ,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf,Jumlah Korban Jiwa Akibat Penyakit Sistem Muskuloskeletal dan Jaringan Ikat di RI Thn 2006 :: 235,Penyakit Sistem Muskuloskeletal dan Jaringan Ikat Tahun 2006,
Penyakit Sistem Muskuloskeletal dan Jaringan Ikat,Bencana Non Alam dan Penyakit,2008,1, 605 , Profil Kesehatan Indonesia Tahun 2008 ,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Jumlah Korban Jiwa Akibat Penyakit Sistem Muskuloskeletal dan Jaringan Ikat di RI Thn 2008 :: 605,Penyakit Sistem Muskuloskeletal dan Jaringan Ikat Tahun 2008,
Penyakit Sistem Napas,Bencana Non Alam dan Penyakit,2005,1," 6,075 ", Profil Kesehatan Indonesia Tahun 2005 ,Lampiran 3.3.a,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat Penyakit Sistem Napas di RI Thn 2005 :: 6075,Penyakit Sistem Napas Tahun 2005,
Penyakit Sistem Napas,Bencana Non Alam dan Penyakit,2006,1," 6,156 ", Profil Kesehatan Indonesia Tahun 2007 ,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf,Jumlah Korban Jiwa Akibat Penyakit Sistem Napas di RI Thn 2006 :: 6156,Penyakit Sistem Napas Tahun 2006,
Penyakit Sistem Napas,Bencana Non Alam dan Penyakit,2007,1," 7,214 ", Profil Kesehatan Indonesia Tahun 2008 ,30,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Jumlah Korban Jiwa Akibat Penyakit Sistem Napas di RI Thn 2007 :: 7214,Penyakit Sistem Napas Tahun 2007,
Penyakit Sistem Napas,Bencana Non Alam dan Penyakit,2008,1," 8,190 ", Profil Kesehatan Indonesia Tahun 2009 ,31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf,Jumlah Korban Jiwa Akibat Penyakit Sistem Napas di RI Thn 2008 :: 8190,Penyakit Sistem Napas Tahun 2008,
Penyakit Sistem Sirkulasi Darah,Bencana Non Alam dan Penyakit,2005,1," 19,944 ", Profil Kesehatan Indonesia Tahun 2005 ,Lampiran 3.3.a,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat Penyakit Sistem Sirkulasi Darah di RI Thn 2005 :: 19944,Penyakit Sistem Sirkulasi Darah Tahun 2005,
Penyakit Sistem Sirkulasi Darah,Bencana Non Alam dan Penyakit,2006,1," 19,361 ", Profil Kesehatan Indonesia Tahun 2007 ,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf,Jumlah Korban Jiwa Akibat Penyakit Sistem Sirkulasi Darah di RI Thn 2006 :: 19361,Penyakit Sistem Sirkulasi Darah Tahun 2006,
Penyakit Sistem Sirkulasi Darah,Bencana Non Alam dan Penyakit,2007,1," 21,830 ", Profil Kesehatan Indonesia Tahun 2008 ,30,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Jumlah Korban Jiwa Akibat Penyakit Sistem Sirkulasi Darah di RI Thn 2007 :: 21830,Penyakit Sistem Sirkulasi Darah Tahun 2007,
Penyakit Sistem Sirkulasi Darah,Bencana Non Alam dan Penyakit,2008,1," 23,163 ", Profil Kesehatan Indonesia Tahun 2009 ,31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf,Jumlah Korban Jiwa Akibat Penyakit Sistem Sirkulasi Darah di RI Thn 2008 :: 23163,Penyakit Sistem Sirkulasi Darah Tahun 2008,
Penyakit Susunan Syaraf,Bencana Non Alam dan Penyakit,2005,1," 3,089 ", Profil Kesehatan Indonesia Tahun 2005 ,Lampiran 3.3.a,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat Penyakit Susunan Syaraf di RI Thn 2005 :: 3089,Penyakit Susunan Syaraf Tahun 2005,
Penyakit Susunan Syaraf,Bencana Non Alam dan Penyakit,2006,1," 2,894 ", Profil Kesehatan Indonesia Tahun 2007 ,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf,Jumlah Korban Jiwa Akibat Penyakit Susunan Syaraf di RI Thn 2006 :: 2894,Penyakit Susunan Syaraf Tahun 2006,
Penyakit Susunan Syaraf,Bencana Non Alam dan Penyakit,2008,1," 3,218 ", Profil Kesehatan Indonesia Tahun 2008 ,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Jumlah Korban Jiwa Akibat Penyakit Susunan Syaraf di RI Thn 2008 :: 3218,Penyakit Susunan Syaraf Tahun 2008,
Penyakit Telinga dan Pros. Mastoideus,Bencana Non Alam dan Penyakit,2005,1, 21 , Profil Kesehatan Indonesia Tahun 2005 ,Lampiran 3.3.a,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat Penyakit Telinga dan Pros. Mastoideus di RI Thn 2005 :: 21,Penyakit Telinga dan Pros. Mastoideus Tahun 2005,
Penyakit Telinga dan Pros. Mastoideus,Bencana Non Alam dan Penyakit,2006,1, 35 , Profil Kesehatan Indonesia Tahun 2007 ,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf,Jumlah Korban Jiwa Akibat Penyakit Telinga dan Pros. Mastoideus di RI Thn 2006 :: 35,Penyakit Telinga dan Pros. Mastoideus Tahun 2006,
Penyakit Telinga dan Pros. Mastoideus,Bencana Non Alam dan Penyakit,2008,1, 109 , Profil Kesehatan Indonesia Tahun 2008 ,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Jumlah Korban Jiwa Akibat Penyakit Telinga dan Pros. Mastoideus di RI Thn 2008 :: 109,Penyakit Telinga dan Pros. Mastoideus Tahun 2008,
Penyulit kehamilan dan persalinan lainnya,Bencana Non Alam dan Penyakit,2010,1, 276 , Profil Kesehatan Indonesia Tahun 2011 ,Lampiran 3.3,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Jumlah Korban Jiwa Akibat Penyulit kehamilan dan persalinan lainnya di RI Thn 2010 :: 276,Penyulit kehamilan dan persalinan lainnya Tahun 2010,
"Penyulit kehamilan, persalinan dan masa nifas lainnya",Bencana Non Alam dan Penyakit,2004,1," 1,508 ", Profil Kesehatan Indonesia Tahun 2004 ,19,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,"Jumlah Korban Jiwa Akibat Penyulit kehamilan, persalinan dan masa nifas lainnya di RI Thn 2004 :: 1508","Penyulit kehamilan, persalinan dan masa nifas lainnya Tahun 2004",
"Penyulit kehamilan, persalinan dan masa nifas lainnya",Bencana Non Alam dan Penyakit,2005,1, 214 , Profil Kesehatan Indonesia Tahun 2005 ,20,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,"Jumlah Korban Jiwa Akibat Penyulit kehamilan, persalinan dan masa nifas lainnya di RI Thn 2005 :: 214","Penyulit kehamilan, persalinan dan masa nifas lainnya Tahun 2005",
"Penyulit kehamilan, persalinan dan masa nifas lainnya",Bencana Non Alam dan Penyakit,2006,1, 250 , Profil Kesehatan Indonesia Tahun 2006 ,24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,"Jumlah Korban Jiwa Akibat Penyulit kehamilan, persalinan dan masa nifas lainnya di RI Thn 2006 :: 250","Penyulit kehamilan, persalinan dan masa nifas lainnya Tahun 2006",
Perdarahan antepartum,Bencana Non Alam dan Penyakit,2004,1, 11 , Profil Kesehatan Indonesia Tahun 2004 ,19,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat Perdarahan antepartum di RI Thn 2004 :: 11,Perdarahan antepartum Tahun 2004,
Perdarahan antepartum,Bencana Non Alam dan Penyakit,2005,1, 16 , Profil Kesehatan Indonesia Tahun 2005 ,20,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat Perdarahan antepartum di RI Thn 2005 :: 16,Perdarahan antepartum Tahun 2005,
Perdarahan antepartum,Bencana Non Alam dan Penyakit,2006,1, 8 , Profil Kesehatan Indonesia Tahun 2006 ,24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Jumlah Korban Jiwa Akibat Perdarahan antepartum di RI Thn 2006 :: 8,Perdarahan antepartum Tahun 2006,
Perdarahan intrakranial,Bencana Non Alam dan Penyakit,2004,1," 2,868 ", Profil Kesehatan Indonesia Tahun 2004 ,20,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat Perdarahan intrakranial di RI Thn 2004 :: 2868,Perdarahan intrakranial Tahun 2004,
Perdarahan intrakranial,Bencana Non Alam dan Penyakit,2005,1," 3,572 ", Profil Kesehatan Indonesia Tahun 2005 ,21,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat Perdarahan intrakranial di RI Thn 2005 :: 3572,Perdarahan intrakranial Tahun 2005,
Perdarahan intrakranial,Bencana Non Alam dan Penyakit,2006,1," 3,677 ", Profil Kesehatan Indonesia Tahun 2007 ,26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf,Jumlah Korban Jiwa Akibat Perdarahan intrakranial di RI Thn 2006 :: 3677,Perdarahan intrakranial Tahun 2006,
Perdarahan pasca persalinan,Bencana Non Alam dan Penyakit,2004,1, 43 , Profil Kesehatan Indonesia Tahun 2004 ,19,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat Perdarahan pasca persalinan di RI Thn 2004 :: 43,Perdarahan pasca persalinan Tahun 2004,
Perdarahan pasca persalinan,Bencana Non Alam dan Penyakit,2005,1, 71 , Profil Kesehatan Indonesia Tahun 2005 ,20,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat Perdarahan pasca persalinan di RI Thn 2005 :: 71,Perdarahan pasca persalinan Tahun 2005,
Perdarahan pasca persalinan,Bencana Non Alam dan Penyakit,2006,1, 43 , Profil Kesehatan Indonesia Tahun 2006 ,24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Jumlah Korban Jiwa Akibat Perdarahan pasca persalinan di RI Thn 2006 :: 43,Perdarahan pasca persalinan Tahun 2006,
Persalinan dengan penyulit gawat janin,Bencana Non Alam dan Penyakit,2004,1, 11 , Profil Kesehatan Indonesia Tahun 2004 ,19,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat Persalinan dengan penyulit gawat janin di RI Thn 2004 :: 11,Persalinan dengan penyulit gawat janin Tahun 2004,
Persalinan dengan penyulit gawat janin,Bencana Non Alam dan Penyakit,2005,1, 8 , Profil Kesehatan Indonesia Tahun 2005 ,20,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat Persalinan dengan penyulit gawat janin di RI Thn 2005 :: 8,Persalinan dengan penyulit gawat janin Tahun 2005,
Persalinan dengan penyulit gawat janin,Bencana Non Alam dan Penyakit,2006,1, 11 , Profil Kesehatan Indonesia Tahun 2006 ,24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Jumlah Korban Jiwa Akibat Persalinan dengan penyulit gawat janin di RI Thn 2006 :: 11,Persalinan dengan penyulit gawat janin Tahun 2006,
Persalinan prematur,Bencana Non Alam dan Penyakit,2004,1, 23 , Profil Kesehatan Indonesia Tahun 2004 ,19,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat Persalinan prematur di RI Thn 2004 :: 23,Persalinan prematur Tahun 2004,
Persalinan prematur,Bencana Non Alam dan Penyakit,2005,1, 31 , Profil Kesehatan Indonesia Tahun 2005 ,20,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat Persalinan prematur di RI Thn 2005 :: 31,Persalinan prematur Tahun 2005,
Persalinan prematur,Bencana Non Alam dan Penyakit,2006,1, 34 , Profil Kesehatan Indonesia Tahun 2006 ,24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Jumlah Korban Jiwa Akibat Persalinan prematur di RI Thn 2006 :: 34,Persalinan prematur Tahun 2006,
"Pertumbuhan janin lamban, malnutrisi janin dan gangguan yang berhubungan dengan kehamilan pendek dan berat badan lahir rendah",Bencana Non Alam dan Penyakit,2004,1," 2,100 ", Profil Kesehatan Indonesia Tahun 2004 ,16,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,"Jumlah Korban Jiwa Akibat Pertumbuhan janin lamban, malnutrisi janin dan gangguan yang berhubungan dengan kehamilan pendek dan berat badan lahir rendah di RI Thn 2004 :: 2100","Pertumbuhan janin lamban, malnutrisi janin dan gangguan yang berhubungan dengan kehamilan pendek dan berat badan lahir rendah Tahun 2004",
"Pertumbuhan janin lamban, malnutrisi janin dan gangguan yang berhubungan dengan kehamilan pendek dan berat badan lahir rendah",Bencana Non Alam dan Penyakit,2005,1," 2,606 ", Profil Kesehatan Indonesia Tahun 2005 ,17,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,"Jumlah Korban Jiwa Akibat Pertumbuhan janin lamban, malnutrisi janin dan gangguan yang berhubungan dengan kehamilan pendek dan berat badan lahir rendah di RI Thn 2005 :: 2606","Pertumbuhan janin lamban, malnutrisi janin dan gangguan yang berhubungan dengan kehamilan pendek dan berat badan lahir rendah Tahun 2005",
"Pertumbuhan janin lamban, malnutrisi janin dan gangguan yang berhubungan dengan kehamilan pendek dan berat badan lahir rendah",Bencana Non Alam dan Penyakit,2006,1," 2,578 ", Profil Kesehatan Indonesia Tahun 2007 ,26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf,"Jumlah Korban Jiwa Akibat Pertumbuhan janin lamban, malnutrisi janin dan gangguan yang berhubungan dengan kehamilan pendek dan berat badan lahir rendah di RI Thn 2006 :: 2578","Pertumbuhan janin lamban, malnutrisi janin dan gangguan yang berhubungan dengan kehamilan pendek dan berat badan lahir rendah Tahun 2006",
Petir,Bencana Alam,2008,1, 7 , Profil Kesehatan Indonesia Tahun 2008 ,Lampiran 4.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Jumlah Korban Jiwa Akibat Petir di RI Thn 2008 :: 7,Petir Tahun 2008,
Plasenta previa,Bencana Non Alam dan Penyakit,2004,1, 30 , Profil Kesehatan Indonesia Tahun 2004 ,19,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat Plasenta previa di RI Thn 2004 :: 30,Plasenta previa Tahun 2004,
Plasenta previa,Bencana Non Alam dan Penyakit,2005,1, 40 , Profil Kesehatan Indonesia Tahun 2005 ,20,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat Plasenta previa di RI Thn 2005 :: 40,Plasenta previa Tahun 2005,
Plasenta previa,Bencana Non Alam dan Penyakit,2006,1, 36 , Profil Kesehatan Indonesia Tahun 2006 ,24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Jumlah Korban Jiwa Akibat Plasenta previa di RI Thn 2006 :: 36,Plasenta previa Tahun 2006,
Pneumonia,Bencana Non Alam dan Penyakit,2004,1," 3,103 ", Profil Kesehatan Indonesia Tahun 2004 ,20,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat Pneumonia di RI Thn 2004 :: 3103,Pneumonia Tahun 2004,
Pneumonia,Bencana Non Alam dan Penyakit,2005,1," 2,765 ", Profil Kesehatan Indonesia Tahun 2005 ,21,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat Pneumonia di RI Thn 2005 :: 2765,Pneumonia Tahun 2005,
Pneumonia,Bencana Non Alam dan Penyakit,2006,1," 2,459 ", Profil Kesehatan Indonesia Tahun 2007 ,26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf,Jumlah Korban Jiwa Akibat Pneumonia di RI Thn 2006 :: 2459,Pneumonia Tahun 2006,
Pneumonia,Bencana Non Alam dan Penyakit,2009,1," 2,365 ", Profil Kesehatan Indonesia Tahun 2009 ,Lampiran 3.3,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf,Jumlah Korban Jiwa Akibat Pneumonia di RI Thn 2009 :: 2365,Pneumonia Tahun 2009,
Pneumonia,Bencana Non Alam dan Penyakit,2010,1," 1,315 ", Profil Kesehatan Indonesia Tahun 2011 ,Lampiran 3.3,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Jumlah Korban Jiwa Akibat Pneumonia di RI Thn 2010 :: 1315,Pneumonia Tahun 2010,
Rabies,Bencana Non Alam dan Penyakit,2006,1, 19 , Profil Kesehatan Indonesia Tahun 2006 ,Lampiran 3.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Jumlah Korban Jiwa Akibat Rabies di RI Thn 2006 :: 19,Rabies Tahun 2006,
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2009,1, 195 , Profil Kesehatan Indonesia Tahun 2016 ,191,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf,Jumlah Korban Jiwa Akibat Rabies - Lyssa di RI Thn 2009 :: 195,Rabies - Lyssa Tahun 2009,
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2010,1, 206 , Profil Kesehatan Indonesia Tahun 2016 ,191,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf,Jumlah Korban Jiwa Akibat Rabies - Lyssa di RI Thn 2010 :: 206,Rabies - Lyssa Tahun 2010,
